Training score,Validation score,Testing score,Task,Dataset,Network,Method,p,q,gamma
0.9179848463406325,1.6634032914387824,0.4453142519361632,DOID:0050534,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.4934784334169913,2.0489850321177134,0.13800250704683467,DOID:0050565,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.0879136343696982,0.23730751503676176,0.954203785739879,DOID:0050567,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8382038473786221,0.011788751108397123,-0.08125662932348102,DOID:0050700,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.4697380232233549,0.6666342414964621,0.5079035942824889,DOID:0050888,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.6126957492049949,-0.1250656678451268,0.07812561052700819,DOID:0050889,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5606311087854904,0.72254436294596,0.8776144233932598,DOID:0060260,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5095058391294638,-0.1186788865323983,0.6706976332347052,DOID:10124,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8722631658128285,2.0277308647530794,1.3596963036745793,DOID:10126,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.37124068519149594,1.8371172332468446,1.2362912381585611,DOID:10141,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8435574013420961,0.10410454240455609,-0.01713415956995003,DOID:10155,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.2470337508035982,0.34791827319203605,0.09477906222889212,DOID:1037,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5714471502149767,0.3967974874876906,0.010703696080839466,DOID:10584,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.2961771817143206,0.45833709209469975,0.22956358597953216,DOID:10629,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.9388915500744762,0.5496874227500004,0.3090577080427165,DOID:1074,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.9922434263815945,0.05033737758272568,-0.2025322656106464,DOID:10763,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.9249246347136098,0.3047597102268058,0.40434784796440804,DOID:10952,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5038032434620168,0.20259208754221522,-0.45932399478694746,DOID:110,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.1663191440067917,-0.019473458573922745,0.3015331681024497,DOID:1100,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8908480207049569,0.31347113166388263,0.11716100572702703,DOID:11383,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.2068538655161944,0.37373387728206175,0.33580317692849826,DOID:11612,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8190533620965338,-0.07038348446311522,0.13238068027596436,DOID:11836,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.2627088112618918,0.21852595348535253,1.3739253947947085,DOID:120,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.93080402643088,1.0483177280676765,0.35045441257260235,DOID:1205,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.0006531585817757,0.10024799622131059,0.7707952554409847,DOID:12336,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5958547985599123,0.29981726818999244,0.27790799360674723,DOID:1247,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5045142058215498,0.35076599128645275,0.5581872501461577,DOID:1279,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8145017163085351,-0.49789372997663933,0.4919943439510074,DOID:12798,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.6881517868385849,0.5518044452877703,0.6791946128926878,DOID:12849,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.9455016144336738,0.13248325186815404,0.38854102185581946,DOID:1324,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.9156851972801588,0.21973578716008216,0.5645444928623202,DOID:1425,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.3944999089423589,0.7651197217152994,-0.15880041439850812,DOID:1432,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.6732824951512445,0.48045278753706155,0.9555036097249547,DOID:1443,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.5329556515017071,0.7478636618729008,0.7864276460671363,DOID:161,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8015766711675315,0.6165255488136505,0.4686079898310617,DOID:1657,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.0011711238153078,0.32079490048028514,0.5663834448437276,DOID:1682,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.7084321905152153,-0.018887884708862854,0.01764009003931873,DOID:1686,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
1.3264077578983264,0.05324587693285951,1.6335954431926356,DOID:1790,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.7150242767677567,0.5022828785039707,0.7950198930693926,DOID:1891,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.7649141734555631,-0.29917693151002056,0.14104388490962275,DOID:1923,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
0.8045627001537351,0.3307459371370768,0.7032428685768111,DOID:1924,DisGeNet,HumanBase-global,Node2vec,0.01,0.01,0
