Training score,Validation score,Testing score,Task,Dataset,Network,Method,p,q,gamma
4.301851647079689,0.669476508301415,3.0696903441669487,DOID:0050534,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.6712456344530358,0.7743564343316891,1.5768904342835541,DOID:0050565,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4691599316547483,1.573079131288838,1.057097989264624,DOID:0050567,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.2503195599957406,1.1471703491354668,0.9344756800227938,DOID:0050700,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4763793095088107,1.1080202098448089,2.257520699195053,DOID:0050888,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
4.754989233080701,0.7149569125110119,0.4149268640929134,DOID:0050889,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.5991705538650507,1.5059521701260403,1.6991330600483279,DOID:0060260,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.2876821032806234,0.3873657839608507,1.721493064969291,DOID:10124,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
4.426663033705303,0.9843806256982106,-0.1359409455306913,DOID:10126,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.0154229148520924,0.5267980102658716,-0.07644975163455489,DOID:10141,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.8241779905865256,0.54185151554982,0.7376436970122462,DOID:10155,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.89100739951906,1.9750864613010721,3.8099096376779173,DOID:1037,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.4780099180012063,1.0832733491402255,1.2620677830768792,DOID:10584,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.308516498439327,1.0740986129250862,-0.07949717182633104,DOID:10629,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4268674746669285,0.8390367804997809,0.6448278179693624,DOID:1074,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.6513306696459582,-0.1259560164437324,0.2553798426539667,DOID:10763,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.0669563392727923,1.8537075476169773,1.2397587260358862,DOID:10952,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.126647829560002,0.4541921960998407,1.549763169344336,DOID:110,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.779358118462535,0.5860010715869468,2.254847843935141,DOID:1100,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.1846184723738675,0.9928492779406709,2.0098910917453674,DOID:11383,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.0262584974731044,0.45188926283854003,0.45320833653820247,DOID:11612,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.936619346440791,0.8224617891260735,1.975301953939381,DOID:11836,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.5071599284387407,1.0266756730970656,0.8228131436242687,DOID:120,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.7133247375025027,2.5418506331639965,2.765000060963096,DOID:1205,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.579495815673496,1.1591375090254723,0.5420882507087856,DOID:12336,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.9567466705158656,1.014199060469495,2.942494601997708,DOID:1247,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.6813082292562074,0.45049930805591465,0.8827222622459616,DOID:1279,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.742528265376165,2.134875537326953,2.8346188145323388,DOID:12798,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.8538850562746234,1.1884918654737384,0.8672818755335086,DOID:12849,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.3160242706901233,0.6731453857205669,0.3569526266662227,DOID:1324,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.981907576111772,0.31439526136756535,0.4697561544052649,DOID:1425,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.590602070529055,1.0423507555845208,2.1524182729882178,DOID:1432,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.4761866868550109,0.7667720245819529,1.3499905509887693,DOID:1443,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.9816236300594476,0.7157638789296941,1.0498054798044387,DOID:161,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.146037592901259,0.600107202428687,1.8492107057149967,DOID:1657,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.1946312059208952,0.7002988191652479,0.5188542325001351,DOID:1682,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.9746255020904813,0.6791170525669266,-0.4507550680342949,DOID:1686,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.2096947601457617,0.8051312450858543,0.9313566452729792,DOID:1790,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.6665324911368784,0.8197872539345581,1.7607527718497955,DOID:1891,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.707959096296716,0.3562463648866115,1.6801989460566475,DOID:1923,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.3426669445995043,0.7192271476485921,0.2905521456972841,DOID:1924,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.102253672619617,1.2428215542803387,1.3665455958330979,DOID:1934,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.7216541723674266,0.015774094954199062,0.38600789547537934,DOID:2018,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.25452731887302,1.5626201092556673,0.9346463869881071,DOID:2256,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.945380741080317,1.3611922504082021,1.089063944018656,DOID:2355,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.683693375903076,0.6294976677977477,2.4406853962700983,DOID:2531,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4946357003154565,-0.1405171509153337,-0.21350055505305887,DOID:263,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.4967543913244932,0.8134795223098015,0.8139643359079144,DOID:2723,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.532661002104865,1.2986766991339267,2.011693673870534,DOID:2786,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4165487722180674,1.077988651682899,1.6293030176795558,DOID:289,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.5269276572442139,0.6050095330976388,0.36748051189657205,DOID:2952,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.3698388835350754,1.3608006760385856,0.5761568076680285,DOID:2978,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.9254023038592563,1.326003194077107,0.4784865345243048,DOID:299,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.5168414944178528,0.9490014312299648,1.549501693512462,DOID:2994,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.3725845855319219,0.5747520020136432,0.6514507342736162,DOID:303,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
3.084378288202703,2.2546167069334775,2.521151207004824,DOID:3146,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.503424850259264,0.6206635119866908,0.7809437087515297,DOID:3312,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.740719539806214,1.1033382979968505,1.3250330346982384,DOID:3393,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.4087170649150476,0.7748220243185703,0.7357887149217275,DOID:345,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.5162612369760144,0.7323945799098062,0.43295075902955776,DOID:3463,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.9045752742200264,0.5265396115544219,-0.0446997798837655,DOID:3571,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.091449802594317,0.6413453091450921,0.6542548934584644,DOID:3620,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.731315039840588,1.4966230977929944,-0.4027305129161782,DOID:365,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
4.453695378034034,2.984773633535978,3.7740707362520047,DOID:3650,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.6422047339701245,0.8262512099861632,0.7048876235310556,DOID:374,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.2212190868868196,1.0823504003519664,1.0639750327990583,DOID:381,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.4313720029387684,1.962295767609546,1.410117875980397,DOID:3891,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.319334794146318,1.082291983936805,1.054861478221395,DOID:403,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.987351621775934,0.9130502119225444,3.434312107868183,DOID:4079,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.8953287006240156,1.2732052912309215,0.20772328931689638,DOID:4159,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.9870269774572944,1.1391386258604599,1.9702103417734917,DOID:417,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.8699570169086461,0.6245017822830501,0.161386562608412,DOID:421,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.6257275264705808,0.7272144765452543,0.8858787077903466,DOID:423,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.3458393953454273,1.3601151398320126,2.3255121353730077,DOID:480,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
4.165941988499276,3.364836066545811,1.2896211446640216,DOID:4866,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.125554978286758,0.9344479628694885,0.8625254791265742,DOID:4964,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.8680473395011028,0.7871214036687981,0.4256357886019282,DOID:50,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.2487847568888606,0.8173595128741824,-0.1177283640298622,DOID:5082,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
2.2023396128069055,0.27502228618241414,1.577850084145487,DOID:5418,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
1.6230707685945351,0.507304523686169,0.5400547826680417,DOID:5679,DisGeNet,GIANT-TN-c01,Node2vec+,0.01,0.01,0.0
