Training score,Validation score,Testing score,Task,Dataset,Network,Method
0.723063024535022,0.09682111221554447,0.04151930268390537,DOID:4964,DisGeNet,HumanBase-global,gcn
0.7591940691490187,0.2062508065548163,0.6820851323094237,DOID:3463,DisGeNet,HumanBase-global,gcn
0.5636390648951083,0.22360413557678027,0.16441076328219015,DOID:1279,DisGeNet,HumanBase-global,gcn
0.5672921460417057,0.28750202268617947,-0.12135891408850921,DOID:2994,DisGeNet,HumanBase-global,gcn
0.6488516934988361,0.11490163371764815,0.27684727516946556,DOID:303,DisGeNet,HumanBase-global,gcn
0.6303781830025226,0.5638442529264859,0.33136904301362,DOID:3312,DisGeNet,HumanBase-global,gcn
0.7753093942894731,0.04919818365092353,0.2704604128992676,DOID:345,DisGeNet,HumanBase-global,gcn
0.926715601690565,0.09494943448571427,0.4519395195561289,DOID:2531,DisGeNet,HumanBase-global,gcn
0.7023165677126504,0.31702702038240316,0.7213409495779572,DOID:403,DisGeNet,HumanBase-global,gcn
0.622752542263874,0.322919666059364,0.8048455792151146,DOID:2952,DisGeNet,HumanBase-global,gcn
0.9064198010236657,0.3066994512296792,0.5413772318272898,DOID:1443,DisGeNet,HumanBase-global,gcn
0.5910680775914924,0.34960297570638404,1.451900766189668,DOID:423,DisGeNet,HumanBase-global,gcn
0.8402830790980627,0.577459186687264,-0.11911156479494014,DOID:76,DisGeNet,HumanBase-global,gcn
0.8852909185716425,0.9803306984496388,-0.11452492801324404,DOID:10763,DisGeNet,HumanBase-global,gcn
0.8943270884254215,0.6610899185811596,0.7554254948659612,DOID:5679,DisGeNet,HumanBase-global,gcn
0.8366848897755067,1.043529841965347,0.11330709480296776,DOID:10155,DisGeNet,HumanBase-global,gcn
0.6656311545645577,0.5157058342030343,0.6102323070342788,DOID:3393,DisGeNet,HumanBase-global,gcn
0.5598454443799109,0.06267109793708711,-0.3998451998359659,DOID:417,DisGeNet,HumanBase-global,gcn
0.4276318216275556,-0.1992459616120638,0.2555342760842515,DOID:2723,DisGeNet,HumanBase-global,gcn
0.42914264591299556,0.08098623876157106,0.8114974981232338,DOID:848,DisGeNet,HumanBase-global,gcn
0.6808800067709877,0.31984257042187786,0.2701829231807774,DOID:12849,DisGeNet,HumanBase-global,gcn
0.6831590963986707,0.04364673703003624,-0.20719120057805118,DOID:3571,DisGeNet,HumanBase-global,gcn
0.4364925947594033,0.32321488273038845,0.41260750715381744,DOID:374,DisGeNet,HumanBase-global,gcn
0.6410748794248944,0.6291269309771244,0.3353766141136286,DOID:110,DisGeNet,HumanBase-global,gcn
0.257837826074603,0.6307131525363727,0.4372402131721247,DOID:2355,DisGeNet,HumanBase-global,gcn
0.9465609271247948,0.04293463250938306,0.08885719884367371,DOID:4159,DisGeNet,HumanBase-global,gcn
